unb_code,unb_code_with_digit,client_code,geography,commercial,operation,super_commercial,operation_type,geo_code,commercial_code,cod_tipo_operacao,cod_supercom,nom_coordenador,flag_fd,keyfiltrodistrib,sigla_uf,flag_ativo,nome_dr,nome_dr_supercom,nome_gc,grupo_revendas_spo,cidade_matriz,coordenador_central_bebida,grupo_foco_regional,tipo_antigo,supercom_antiga,old_commercial,old_operation,nielsen_split,resale_group_ccttv,segmentation,secondary_segmentation,manual_subsegmentation,manual_secondary_subsegmentation,insert_date,folder_date
8128,81286,79103,GEO_3,COM_6,OP_11,SUPERCOM_4,Indirect,2,22,9,5,Coordinator_19,0,KEY_40,CA,Active,Director_12,Director_SC_12,Manager_4,Group_10,Meadowbrook,Central_Coord_2,Focus_4,Type_2,OldSC_1,OldCom_3,OldOp_13,Nielsen_5,CCTTV_6,Seg_3,SecSeg_4,ManSeg_2,ManSecSeg_2,2024-06-14 03:04:08,2024-06-14
8995,89952,21803,GEO_2,COM_6,OP_12,SUPERCOM_1,Direct,6,62,9,19,Coordinator_8,0,KEY_35,PA,Inactive,Director_6,Director_SC_7,Manager_16,Group_8,Meadowbrook,Central_Coord_5,Focus_2,Type_2,OldSC_2,OldCom_8,OldOp_13,Nielsen_3,CCTTV_4,Seg_3,SecSeg_4,ManSeg_1,ManSecSeg_3,2024-11-28 20:44:58,2024-11-28
4725,47253,60458,GEO_2,COM_2,OP_3,SUPERCOM_4,Indirect,48,11,6,15,Coordinator_4,0,KEY_91,NY,Inactive,Director_14,Director_SC_2,Manager_21,Group_3,Georgetown,Central_Coord_8,Focus_7,Type_1,OldSC_4,OldCom_2,OldOp_11,Nielsen_2,CCTTV_5,Seg_4,SecSeg_1,ManSeg_3,ManSecSeg_3,2024-05-21 08:36:15,2024-05-21
3954,39545,33232,GEO_4,COM_7,OP_14,SUPERCOM_4,Indirect,41,48,2,14,Coordinator_28,1,KEY_19,IL,Inactive,Director_10,Director_SC_15,Manager_2,Group_6,Riverside,Central_Coord_9,Focus_6,Type_2,OldSC_4,OldCom_4,OldOp_13,Nielsen_5,CCTTV_5,Seg_5,SecSeg_2,ManSeg_1,ManSecSeg_1,2024-04-23 11:35:05,2024-04-23
4707,47070,70362,GEO_1,COM_8,OP_9,SUPERCOM_4,Direct,33,45,4,16,Coordinator_19,0,KEY_85,TX,Active,Director_5,Director_SC_3,Manager_8,Group_3,Georgetown,Central_Coord_9,Focus_7,Type_1,OldSC_1,OldCom_7,OldOp_13,Nielsen_3,CCTTV_6,Seg_6,SecSeg_2,ManSeg_3,ManSecSeg_1,2025-01-27 17:33:15,2025-01-27
6562,65625,26498,GEO_2,COM_7,OP_17,SUPERCOM_3,Indirect,42,48,1,14,Coordinator_25,0,KEY_1,FL,Inactive,Director_13,Director_SC_6,Manager_5,Group_7,Georgetown,Central_Coord_7,Focus_1,Type_1,OldSC_1,OldCom_1,OldOp_2,Nielsen_1,CCTTV_5,Seg_4,SecSeg_4,ManSeg_3,ManSecSeg_1,2023-11-28 07:25:31,2023-11-28
6366,63665,61135,GEO_3,COM_4,OP_13,SUPERCOM_4,Direct,22,96,3,11,Coordinator_6,1,KEY_51,TX,Active,Director_9,Director_SC_12,Manager_3,Group_4,Georgetown,Central_Coord_10,Focus_2,Type_3,OldSC_5,OldCom_8,OldOp_15,Nielsen_4,CCTTV_5,Seg_4,SecSeg_2,ManSeg_2,ManSecSeg_3,2023-01-02 17:14:05,2023-01-02
4409,44098,56098,GEO_4,COM_2,OP_4,SUPERCOM_4,Direct,29,78,2,18,Coordinator_13,1,KEY_8,PA,Inactive,Director_12,Director_SC_12,Manager_14,Group_1,Riverside,Central_Coord_9,Focus_1,Type_4,OldSC_2,OldCom_4,OldOp_12,Nielsen_3,CCTTV_8,Seg_3,SecSeg_2,ManSeg_1,ManSecSeg_3,2025-07-15 00:18:23,2025-07-15
1046,10468,61509,GEO_3,COM_9,OP_1,SUPERCOM_4,Direct,22,56,4,18,Coordinator_26,1,KEY_62,FL,Inactive,Director_11,Director_SC_7,Manager_21,Group_8,Hilltown,Central_Coord_6,Focus_3,Type_1,OldSC_5,OldCom_10,OldOp_14,Nielsen_2,CCTTV_6,Seg_1,SecSeg_2,ManSeg_3,ManSecSeg_3,2024-05-11 00:09:58,2024-05-11
8775,87752,31455,GEO_5,COM_4,OP_17,SUPERCOM_3,Indirect,29,92,2,6,Coordinator_30,0,KEY_90,CA,Active,Director_6,Director_SC_4,Manager_12,Group_8,Springfield,Central_Coord_2,Focus_2,Type_2,OldSC_4,OldCom_8,OldOp_2,Nielsen_5,CCTTV_8,Seg_6,SecSeg_3,ManSeg_2,ManSecSeg_1,2024-09-03 10:37:36,2024-09-03
9043,90435,59793,GEO_4,COM_10,OP_20,SUPERCOM_5,Indirect,44,72,9,10,Coordinator_23,0,KEY_76,OH,Active,Director_9,Director_SC_9,Manager_4,Group_9,Meadowbrook,Central_Coord_10,Focus_7,Type_3,OldSC_3,OldCom_3,OldOp_13,Nielsen_2,CCTTV_3,Seg_1,SecSeg_4,ManSeg_1,ManSecSeg_1,2024-06-13 01:19:39,2024-06-13
2864,28649,78951,GEO_5,COM_3,OP_2,SUPERCOM_5,Direct,33,62,10,7,Coordinator_22,0,KEY_87,IL,Active,Director_9,Director_SC_14,Manager_2,Group_6,Springfield,Central_Coord_4,Focus_2,Type_1,OldSC_1,OldCom_8,OldOp_6,Nielsen_3,CCTTV_3,Seg_2,SecSeg_1,ManSeg_3,ManSecSeg_3,2024-07-11 15:42:46,2024-07-11
2274,22749,85611,GEO_2,COM_7,OP_19,SUPERCOM_1,Direct,38,20,8,10,Coordinator_2,1,KEY_32,NY,Active,Director_7,Director_SC_1,Manager_17,Group_5,Riverside,Central_Coord_3,Focus_1,Type_5,OldSC_1,OldCom_6,OldOp_14,Nielsen_4,CCTTV_2,Seg_1,SecSeg_3,ManSeg_1,ManSecSeg_3,2025-08-17 10:43:45,2025-08-17
7492,74926,72758,GEO_5,COM_9,OP_13,SUPERCOM_3,Indirect,30,86,3,13,Coordinator_28,0,KEY_29,IL,Inactive,Director_11,Director_SC_2,Manager_22,Group_1,Riverside,Central_Coord_1,Focus_1,Type_2,OldSC_2,OldCom_6,OldOp_2,Nielsen_1,CCTTV_6,Seg_3,SecSeg_1,ManSeg_2,ManSecSeg_2,2025-03-01 02:13:34,2025-03-01
5004,50043,99444,GEO_5,COM_8,OP_17,SUPERCOM_1,Direct,1,73,9,10,Coordinator_23,1,KEY_64,OH,Active,Director_3,Director_SC_13,Manager_25,Group_7,Meadowbrook,Central_Coord_9,Focus_4,Type_5,OldSC_1,OldCom_3,OldOp_7,Nielsen_4,CCTTV_8,Seg_4,SecSeg_1,ManSeg_3,ManSecSeg_3,2025-05-27 10:15:06,2025-05-27
1252,12524,52528,GEO_5,COM_4,OP_10,SUPERCOM_5,Direct,34,92,4,19,Coordinator_28,0,KEY_13,TX,Inactive,Director_8,Director_SC_15,Manager_15,Group_3,Hilltown,Central_Coord_6,Focus_7,Type_2,OldSC_3,OldCom_2,OldOp_10,Nielsen_3,CCTTV_5,Seg_6,SecSeg_4,ManSeg_1,ManSecSeg_2,2023-07-23 09:37:27,2023-07-23
8272,82729,24719,GEO_1,COM_4,OP_5,SUPERCOM_5,Direct,12,28,8,7,Coordinator_29,1,KEY_77,PA,Inactive,Director_5,Director_SC_1,Manager_22,Group_7,Hilltown,Central_Coord_8,Focus_2,Type_3,OldSC_3,OldCom_10,OldOp_13,Nielsen_1,CCTTV_1,Seg_1,SecSeg_2,ManSeg_2,ManSecSeg_3,2023-05-12 00:31:21,2023-05-12
5433,54330,17502,GEO_1,COM_6,OP_18,SUPERCOM_3,Indirect,25,79,3,10,Coordinator_14,1,KEY_36,NY,Inactive,Director_7,Director_SC_10,Manager_4,Group_5,Riverside,Central_Coord_3,Focus_4,Type_5,OldSC_4,OldCom_3,OldOp_5,Nielsen_4,CCTTV_3,Seg_5,SecSeg_4,ManSeg_3,ManSecSeg_3,2025-03-16 21:14:57,2025-03-16
2429,24291,99739,GEO_2,COM_10,OP_17,SUPERCOM_2,Direct,40,5,7,8,Coordinator_6,0,KEY_34,NY,Active,Director_12,Director_SC_2,Manager_15,Group_10,Riverside,Central_Coord_3,Focus_7,Type_5,OldSC_3,OldCom_7,OldOp_4,Nielsen_4,CCTTV_2,Seg_4,SecSeg_3,ManSeg_1,ManSecSeg_3,2024-04-19 19:58:56,2024-04-19
4657,46573,82880,GEO_3,COM_4,OP_10,SUPERCOM_2,Indirect,20,45,9,6,Coordinator_21,1,KEY_94,FL,Inactive,Director_3,Director_SC_6,Manager_11,Group_4,Meadowbrook,Central_Coord_4,Focus_5,Type_1,OldSC_2,OldCom_5,OldOp_9,Nielsen_2,CCTTV_1,Seg_4,SecSeg_2,ManSeg_1,ManSecSeg_3,2025-11-01 12:01:02,2025-11-01
3962,39623,75663,GEO_3,COM_4,OP_18,SUPERCOM_5,Indirect,17,18,1,5,Coordinator_3,1,KEY_68,CA,Active,Director_15,Director_SC_4,Manager_14,Group_5,Springfield,Central_Coord_1,Focus_7,Type_1,OldSC_2,OldCom_6,OldOp_6,Nielsen_1,CCTTV_1,Seg_3,SecSeg_4,ManSeg_2,ManSecSeg_3,2025-03-04 10:40:58,2025-03-04
5644,56449,40006,GEO_2,COM_8,OP_4,SUPERCOM_5,Direct,13,70,2,3,Coordinator_24,0,KEY_53,OH,Active,Director_1,Director_SC_9,Manager_10,Group_6,Meadowbrook,Central_Coord_6,Focus_2,Type_2,OldSC_2,OldCom_2,OldOp_7,Nielsen_1,CCTTV_3,Seg_5,SecSeg_3,ManSeg_2,ManSecSeg_2,2023-08-11 03:15:27,2023-08-11
4374,43747,47623,GEO_5,COM_6,OP_2,SUPERCOM_3,Direct,7,57,6,12,Coordinator_26,1,KEY_51,IL,Inactive,Director_1,Director_SC_2,Manager_7,Group_10,Springfield,Central_Coord_1,Focus_6,Type_1,OldSC_2,OldCom_9,OldOp_13,Nielsen_1,CCTTV_1,Seg_3,SecSeg_4,ManSeg_1,ManSecSeg_1,2025-09-10 15:39:14,2025-09-10
3038,30386,87771,GEO_4,COM_4,OP_15,SUPERCOM_1,Direct,32,97,8,5,Coordinator_28,0,KEY_79,CA,Active,Director_3,Director_SC_11,Manager_23,Group_1,Hilltown,Central_Coord_1,Focus_1,Type_1,OldSC_1,OldCom_3,OldOp_5,Nielsen_3,CCTTV_8,Seg_2,SecSeg_3,ManSeg_2,ManSecSeg_1,2025-01-17 15:03:05,2025-01-17
9127,91271,34381,GEO_1,COM_4,OP_1,SUPERCOM_3,Indirect,35,15,9,8,Coordinator_16,1,KEY_46,NY,Active,Director_13,Director_SC_14,Manager_16,Group_3,Meadowbrook,Central_Coord_8,Focus_1,Type_1,OldSC_1,OldCom_1,OldOp_2,Nielsen_5,CCTTV_8,Seg_6,SecSeg_3,ManSeg_1,ManSecSeg_3,2025-02-05 19:55:27,2025-02-05
7177,71770,77726,GEO_5,COM_5,OP_16,SUPERCOM_5,Indirect,22,51,2,11,Coordinator_18,0,KEY_33,TX,Inactive,Director_12,Director_SC_7,Manager_16,Group_2,Meadowbrook,Central_Coord_3,Focus_5,Type_5,OldSC_5,OldCom_6,OldOp_13,Nielsen_5,CCTTV_6,Seg_5,SecSeg_1,ManSeg_3,ManSecSeg_2,2023-08-03 04:40:16,2023-08-03
3299,32992,99721,GEO_3,COM_7,OP_18,SUPERCOM_1,Direct,20,1,9,16,Coordinator_5,0,KEY_59,IL,Inactive,Director_15,Director_SC_13,Manager_17,Group_4,Meadowbrook,Central_Coord_1,Focus_4,Type_1,OldSC_5,OldCom_4,OldOp_12,Nielsen_1,CCTTV_8,Seg_5,SecSeg_2,ManSeg_3,ManSecSeg_3,2024-06-28 22:00:29,2024-06-28
5610,56100,21858,GEO_4,COM_10,OP_1,SUPERCOM_4,Direct,3,88,1,3,Coordinator_4,0,KEY_28,CA,Inactive,Director_15,Director_SC_9,Manager_3,Group_9,Meadowbrook,Central_Coord_10,Focus_2,Type_2,OldSC_2,OldCom_2,OldOp_5,Nielsen_4,CCTTV_8,Seg_4,SecSeg_2,ManSeg_3,ManSecSeg_2,2024-09-19 23:31:31,2024-09-19
9930,99306,18181,GEO_1,COM_9,OP_6,SUPERCOM_1,Indirect,45,85,5,5,Coordinator_20,0,KEY_11,NY,Active,Director_1,Director_SC_1,Manager_19,Group_8,Hilltown,Central_Coord_2,Focus_5,Type_4,OldSC_3,OldCom_8,OldOp_12,Nielsen_5,CCTTV_2,Seg_3,SecSeg_2,ManSeg_3,ManSecSeg_1,2025-06-23 23:45:08,2025-06-23
7354,73548,33862,GEO_1,COM_9,OP_8,SUPERCOM_5,Indirect,8,41,10,16,Coordinator_6,1,KEY_61,PA,Inactive,Director_4,Director_SC_12,Manager_15,Group_1,Lakeside,Central_Coord_4,Focus_8,Type_1,OldSC_3,OldCom_6,OldOp_10,Nielsen_2,CCTTV_1,Seg_6,SecSeg_2,ManSeg_3,ManSecSeg_3,2025-07-25 19:19:45,2025-07-25
4999,49997,26544,GEO_3,COM_10,OP_12,SUPERCOM_5,Indirect,24,99,9,2,Coordinator_27,1,KEY_71,OH,Inactive,Director_10,Director_SC_13,Manager_5,Group_2,Georgetown,Central_Coord_7,Focus_3,Type_3,OldSC_1,OldCom_5,OldOp_3,Nielsen_5,CCTTV_7,Seg_4,SecSeg_4,ManSeg_3,ManSecSeg_1,2023-07-01 00:57:50,2023-07-01
6700,67008,57551,GEO_3,COM_10,OP_16,SUPERCOM_4,Direct,38,44,9,7,Coordinator_14,0,KEY_49,TX,Active,Director_8,Director_SC_3,Manager_10,Group_10,Springfield,Central_Coord_3,Focus_6,Type_2,OldSC_2,OldCom_1,OldOp_14,Nielsen_4,CCTTV_1,Seg_1,SecSeg_4,ManSeg_2,ManSecSeg_2,2025-01-30 14:48:14,2025-01-30
4380,43803,94737,GEO_1,COM_3,OP_9,SUPERCOM_5,Indirect,29,94,5,13,Coordinator_16,1,KEY_98,FL,Active,Director_15,Director_SC_7,Manager_2,Group_4,Lakeside,Central_Coord_10,Focus_5,Type_5,OldSC_1,OldCom_4,OldOp_5,Nielsen_3,CCTTV_4,Seg_2,SecSeg_3,ManSeg_2,ManSecSeg_2,2024-04-14 17:18:58,2024-04-14
1601,16015,57674,GEO_4,COM_7,OP_2,SUPERCOM_5,Direct,29,61,5,11,Coordinator_1,1,KEY_63,CA,Inactive,Director_1,Director_SC_7,Manager_14,Group_1,Meadowbrook,Central_Coord_10,Focus_6,Type_5,OldSC_3,OldCom_1,OldOp_12,Nielsen_3,CCTTV_7,Seg_6,SecSeg_1,ManSeg_2,ManSecSeg_3,2024-08-28 14:57:58,2024-08-28
8438,84389,73221,GEO_3,COM_5,OP_16,SUPERCOM_5,Indirect,2,41,4,16,Coordinator_13,0,KEY_98,IL,Inactive,Director_4,Director_SC_15,Manager_17,Group_5,Springfield,Central_Coord_2,Focus_3,Type_5,OldSC_5,OldCom_6,OldOp_14,Nielsen_5,CCTTV_7,Seg_1,SecSeg_2,ManSeg_1,ManSecSeg_3,2023-07-09 21:11:48,2023-07-09
6193,61938,97344,GEO_5,COM_7,OP_4,SUPERCOM_5,Indirect,48,4,8,16,Coordinator_1,0,KEY_86,CA,Active,Director_1,Director_SC_4,Manager_1,Group_9,Riverside,Central_Coord_4,Focus_7,Type_4,OldSC_5,OldCom_7,OldOp_10,Nielsen_2,CCTTV_1,Seg_5,SecSeg_1,ManSeg_2,ManSecSeg_1,2025-04-14 00:31:01,2025-04-14
2963,29639,65501,GEO_2,COM_2,OP_20,SUPERCOM_4,Indirect,37,55,7,11,Coordinator_8,0,KEY_13,IL,Active,Director_8,Director_SC_10,Manager_13,Group_8,Hilltown,Central_Coord_3,Focus_1,Type_1,OldSC_2,OldCom_4,OldOp_8,Nielsen_1,CCTTV_3,Seg_4,SecSeg_1,ManSeg_1,ManSecSeg_1,2024-04-11 02:04:24,2024-04-11
1781,17813,81002,GEO_3,COM_1,OP_20,SUPERCOM_1,Direct,23,19,6,4,Coordinator_26,0,KEY_25,IL,Active,Director_14,Director_SC_11,Manager_1,Group_1,Hilltown,Central_Coord_5,Focus_7,Type_5,OldSC_1,OldCom_7,OldOp_11,Nielsen_2,CCTTV_4,Seg_3,SecSeg_3,ManSeg_1,ManSecSeg_3,2025-07-30 00:46:09,2025-07-30
4158,41580,58184,GEO_2,COM_3,OP_16,SUPERCOM_3,Indirect,5,24,4,3,Coordinator_24,1,KEY_96,OH,Active,Director_10,Director_SC_6,Manager_12,Group_5,Riverside,Central_Coord_6,Focus_4,Type_5,OldSC_1,OldCom_2,OldOp_3,Nielsen_3,CCTTV_2,Seg_6,SecSeg_3,ManSeg_3,ManSecSeg_3,2025-02-14 19:15:05,2025-02-14
5021,50215,15720,GEO_1,COM_7,OP_18,SUPERCOM_2,Indirect,19,77,5,4,Coordinator_6,1,KEY_59,TX,Inactive,Director_8,Director_SC_3,Manager_15,Group_6,Meadowbrook,Central_Coord_9,Focus_6,Type_1,OldSC_4,OldCom_9,OldOp_13,Nielsen_3,CCTTV_7,Seg_2,SecSeg_1,ManSeg_3,ManSecSeg_1,2024-07-03 10:53:53,2024-07-03
8431,84311,51800,GEO_1,COM_5,OP_8,SUPERCOM_4,Indirect,23,11,2,18,Coordinator_17,1,KEY_20,PA,Inactive,Director_6,Director_SC_2,Manager_11,Group_8,Georgetown,Central_Coord_9,Focus_8,Type_4,OldSC_1,OldCom_3,OldOp_3,Nielsen_1,CCTTV_7,Seg_6,SecSeg_2,ManSeg_1,ManSecSeg_3,2025-02-27 21:32:13,2025-02-27
8465,84651,81903,GEO_3,COM_10,OP_12,SUPERCOM_1,Indirect,46,30,8,6,Coordinator_4,1,KEY_45,CA,Active,Director_10,Director_SC_11,Manager_25,Group_2,Lakeside,Central_Coord_8,Focus_3,Type_5,OldSC_3,OldCom_2,OldOp_8,Nielsen_3,CCTTV_3,Seg_5,SecSeg_1,ManSeg_2,ManSecSeg_3,2023-06-03 17:31:42,2023-06-03
1306,13067,91928,GEO_3,COM_4,OP_9,SUPERCOM_5,Indirect,29,45,2,13,Coordinator_11,1,KEY_51,OH,Active,Director_2,Director_SC_10,Manager_19,Group_2,Georgetown,Central_Coord_9,Focus_6,Type_4,OldSC_1,OldCom_7,OldOp_3,Nielsen_5,CCTTV_2,Seg_1,SecSeg_4,ManSeg_1,ManSecSeg_1,2023-05-01 14:42:03,2023-05-01
6532,65328,21868,GEO_2,COM_10,OP_17,SUPERCOM_1,Indirect,29,58,10,10,Coordinator_2,1,KEY_37,CA,Inactive,Director_9,Director_SC_15,Manager_17,Group_5,Georgetown,Central_Coord_4,Focus_5,Type_1,OldSC_4,OldCom_1,OldOp_5,Nielsen_1,CCTTV_3,Seg_5,SecSeg_4,ManSeg_2,ManSecSeg_1,2025-03-14 07:14:36,2025-03-14
5350,53508,21618,GEO_5,COM_2,OP_12,SUPERCOM_3,Indirect,23,34,2,18,Coordinator_14,1,KEY_49,IL,Active,Director_7,Director_SC_8,Manager_3,Group_9,Georgetown,Central_Coord_4,Focus_1,Type_4,OldSC_5,OldCom_1,OldOp_1,Nielsen_4,CCTTV_1,Seg_6,SecSeg_4,ManSeg_1,ManSecSeg_2,2023-10-10 08:05:28,2023-10-10
8135,81354,69430,GEO_5,COM_3,OP_9,SUPERCOM_4,Indirect,6,18,4,8,Coordinator_20,1,KEY_96,OH,Inactive,Director_2,Director_SC_10,Manager_12,Group_3,Lakeside,Central_Coord_9,Focus_2,Type_4,OldSC_4,OldCom_10,OldOp_1,Nielsen_2,CCTTV_7,Seg_1,SecSeg_2,ManSeg_2,ManSecSeg_1,2025-01-23 03:24:39,2025-01-23
2906,29062,48203,GEO_2,COM_4,OP_12,SUPERCOM_1,Direct,44,63,5,11,Coordinator_19,0,KEY_86,IL,Active,Director_3,Director_SC_15,Manager_6,Group_8,Springfield,Central_Coord_3,Focus_8,Type_5,OldSC_2,OldCom_3,OldOp_14,Nielsen_5,CCTTV_5,Seg_3,SecSeg_3,ManSeg_1,ManSecSeg_2,2023-11-03 23:30:35,2023-11-03
8829,88299,72870,GEO_3,COM_10,OP_14,SUPERCOM_2,Direct,42,25,9,18,Coordinator_20,0,KEY_19,NY,Active,Director_8,Director_SC_14,Manager_10,Group_10,Georgetown,Central_Coord_5,Focus_2,Type_4,OldSC_4,OldCom_2,OldOp_2,Nielsen_3,CCTTV_7,Seg_1,SecSeg_2,ManSeg_2,ManSecSeg_1,2024-08-07 09:27:58,2024-08-07
3123,31230,24611,GEO_2,COM_9,OP_20,SUPERCOM_2,Direct,41,29,5,12,Coordinator_27,0,KEY_17,CA,Inactive,Director_6,Director_SC_2,Manager_6,Group_9,Springfield,Central_Coord_1,Focus_6,Type_1,OldSC_4,OldCom_7,OldOp_1,Nielsen_2,CCTTV_7,Seg_1,SecSeg_4,ManSeg_1,ManSecSeg_2,2023-07-22 02:07:41,2023-07-22
3503,35036,10408,GEO_3,COM_2,OP_6,SUPERCOM_4,Direct,21,7,6,18,Coordinator_8,0,KEY_51,PA,Inactive,Director_12,Director_SC_9,Manager_10,Group_2,Hilltown,Central_Coord_5,Focus_2,Type_3,OldSC_5,OldCom_1,OldOp_6,Nielsen_4,CCTTV_6,Seg_5,SecSeg_2,ManSeg_1,ManSecSeg_2,2025-03-19 15:20:42,2025-03-19
9426,94262,55380,GEO_3,COM_10,OP_12,SUPERCOM_4,Indirect,36,95,2,4,Coordinator_2,1,KEY_26,IL,Inactive,Director_7,Director_SC_3,Manager_12,Group_5,Meadowbrook,Central_Coord_9,Focus_2,Type_1,OldSC_5,OldCom_4,OldOp_10,Nielsen_2,CCTTV_7,Seg_4,SecSeg_4,ManSeg_1,ManSecSeg_3,2025-08-19 16:32:41,2025-08-19
3735,37354,77844,GEO_1,COM_10,OP_13,SUPERCOM_3,Indirect,15,16,9,14,Coordinator_4,1,KEY_78,IL,Inactive,Director_3,Director_SC_9,Manager_6,Group_6,Hilltown,Central_Coord_2,Focus_6,Type_2,OldSC_1,OldCom_9,OldOp_5,Nielsen_2,CCTTV_5,Seg_1,SecSeg_3,ManSeg_3,ManSecSeg_1,2025-06-13 13:13:53,2025-06-13
6094,60947,89110,GEO_3,COM_2,OP_10,SUPERCOM_1,Direct,10,18,8,6,Coordinator_3,0,KEY_53,TX,Active,Director_7,Director_SC_15,Manager_18,Group_5,Riverside,Central_Coord_5,Focus_1,Type_5,OldSC_4,OldCom_4,OldOp_13,Nielsen_4,CCTTV_3,Seg_3,SecSeg_3,ManSeg_3,ManSecSeg_1,2023-11-02 12:06:36,2023-11-02
4756,47561,23698,GEO_4,COM_1,OP_5,SUPERCOM_5,Direct,3,68,6,18,Coordinator_13,0,KEY_89,OH,Inactive,Director_8,Director_SC_8,Manager_15,Group_9,Lakeside,Central_Coord_1,Focus_4,Type_5,OldSC_2,OldCom_5,OldOp_12,Nielsen_2,CCTTV_1,Seg_1,SecSeg_3,ManSeg_3,ManSecSeg_2,2024-09-16 03:44:55,2024-09-16
4733,47331,89456,GEO_4,COM_3,OP_9,SUPERCOM_2,Indirect,2,4,7,11,Coordinator_24,1,KEY_11,CA,Active,Director_9,Director_SC_4,Manager_12,Group_6,Meadowbrook,Central_Coord_2,Focus_4,Type_2,OldSC_2,OldCom_7,OldOp_15,Nielsen_2,CCTTV_7,Seg_2,SecSeg_2,ManSeg_3,ManSecSeg_1,2025-02-14 22:27:28,2025-02-14
4350,43508,14117,GEO_1,COM_8,OP_12,SUPERCOM_3,Indirect,24,34,7,11,Coordinator_20,0,KEY_25,TX,Active,Director_5,Director_SC_13,Manager_16,Group_10,Hilltown,Central_Coord_5,Focus_4,Type_3,OldSC_3,OldCom_8,OldOp_12,Nielsen_1,CCTTV_5,Seg_2,SecSeg_2,ManSeg_1,ManSecSeg_3,2025-10-29 06:30:53,2025-10-29
9698,96989,50698,GEO_4,COM_7,OP_12,SUPERCOM_4,Direct,45,39,3,7,Coordinator_23,1,KEY_6,FL,Active,Director_12,Director_SC_11,Manager_15,Group_10,Springfield,Central_Coord_5,Focus_7,Type_4,OldSC_3,OldCom_5,OldOp_4,Nielsen_4,CCTTV_7,Seg_1,SecSeg_1,ManSeg_1,ManSecSeg_3,2025-04-19 23:29:58,2025-04-19
3850,38500,67137,GEO_4,COM_8,OP_19,SUPERCOM_3,Direct,34,59,9,10,Coordinator_14,1,KEY_94,NY,Inactive,Director_8,Director_SC_6,Manager_10,Group_8,Lakeside,Central_Coord_4,Focus_2,Type_1,OldSC_4,OldCom_9,OldOp_12,Nielsen_1,CCTTV_6,Seg_4,SecSeg_1,ManSeg_1,ManSecSeg_3,2024-04-19 15:26:24,2024-04-19
4453,44539,40837,GEO_3,COM_4,OP_14,SUPERCOM_4,Indirect,14,42,4,16,Coordinator_8,0,KEY_21,TX,Active,Director_10,Director_SC_10,Manager_4,Group_1,Meadowbrook,Central_Coord_6,Focus_4,Type_3,OldSC_4,OldCom_5,OldOp_3,Nielsen_4,CCTTV_5,Seg_1,SecSeg_2,ManSeg_2,ManSecSeg_1,2024-05-20 12:39:55,2024-05-20
2860,28609,67798,GEO_3,COM_8,OP_17,SUPERCOM_4,Indirect,23,53,6,16,Coordinator_20,1,KEY_85,TX,Active,Director_7,Director_SC_7,Manager_13,Group_9,Meadowbrook,Central_Coord_9,Focus_8,Type_1,OldSC_3,OldCom_9,OldOp_1,Nielsen_5,CCTTV_3,Seg_4,SecSeg_2,ManSeg_3,ManSecSeg_2,2024-09-20 17:09:26,2024-09-20
7504,75046,47938,GEO_4,COM_2,OP_2,SUPERCOM_5,Indirect,30,98,7,5,Coordinator_23,1,KEY_58,NY,Inactive,Director_9,Director_SC_10,Manager_13,Group_9,Riverside,Central_Coord_6,Focus_1,Type_1,OldSC_2,OldCom_10,OldOp_1,Nielsen_3,CCTTV_1,Seg_6,SecSeg_4,ManSeg_3,ManSecSeg_2,2025-10-01 00:27:10,2025-10-01
9651,96512,92614,GEO_2,COM_7,OP_1,SUPERCOM_1,Direct,21,46,1,11,Coordinator_26,0,KEY_57,TX,Inactive,Director_11,Director_SC_15,Manager_16,Group_7,Riverside,Central_Coord_8,Focus_1,Type_1,OldSC_4,OldCom_7,OldOp_3,Nielsen_5,CCTTV_5,Seg_3,SecSeg_3,ManSeg_2,ManSecSeg_2,2023-03-18 23:48:37,2023-03-18
7207,72070,78331,GEO_4,COM_2,OP_18,SUPERCOM_3,Direct,17,55,4,12,Coordinator_8,0,KEY_35,FL,Inactive,Director_4,Director_SC_13,Manager_6,Group_5,Meadowbrook,Central_Coord_3,Focus_1,Type_2,OldSC_5,OldCom_3,OldOp_13,Nielsen_2,CCTTV_6,Seg_6,SecSeg_3,ManSeg_2,ManSecSeg_2,2025-03-01 13:17:40,2025-03-01
2773,27737,96743,GEO_5,COM_2,OP_8,SUPERCOM_5,Indirect,1,96,1,16,Coordinator_12,1,KEY_48,TX,Active,Director_6,Director_SC_13,Manager_11,Group_3,Springfield,Central_Coord_7,Focus_3,Type_1,OldSC_4,OldCom_3,OldOp_8,Nielsen_3,CCTTV_3,Seg_3,SecSeg_1,ManSeg_2,ManSecSeg_1,2023-06-21 03:20:19,2023-06-21
9322,93222,49285,GEO_1,COM_2,OP_14,SUPERCOM_3,Indirect,27,30,7,4,Coordinator_30,0,KEY_79,FL,Active,Director_10,Director_SC_9,Manager_11,Group_9,Hilltown,Central_Coord_7,Focus_5,Type_2,OldSC_3,OldCom_4,OldOp_9,Nielsen_5,CCTTV_3,Seg_4,SecSeg_2,ManSeg_2,ManSecSeg_3,2024-06-15 23:35:46,2024-06-15
