period_month_id,period_id,client_code,unb_code,product_abbreviation_code,operation_type,volume,billing,insert_date,folder_date
202407,20240712,86089,4973,672,DISTRIBUTOR,365.68,153213,2024-02-11 03:37:21,202407
202306,20230611,88141,9160,535,DISTRIBUTOR,3223.98,344675,2023-06-22 13:31:52,202306
202303,20230323,28317,7353,270,DIRECT,796.82,463208,2025-02-26 00:13:35,202303
202309,20230921,79119,1632,341,INDIRECT,876.19,43970,2024-04-30 03:45:21,202309
202305,20230520,37594,9949,675,INDIRECT,2152.28,132841,2023-05-17 00:57:44,202305
202401,20240127,75580,7765,467,DIRECT,643.28,186541,2025-09-07 10:38:12,202401
202409,20240918,43185,2725,581,DISTRIBUTOR,755.07,230795,2024-01-25 01:01:52,202409
202402,20240213,85010,4950,738,INDIRECT,3974.38,55041,2024-08-14 14:39:26,202402
202401,20240128,99847,2733,483,DISTRIBUTOR,639.15,345039,2023-01-25 12:42:02,202401
202308,20230818,88661,4203,805,DISTRIBUTOR,1047.01,142838,2023-08-04 17:23:26,202308
202311,20231125,12038,1723,867,DIRECT,2503.57,70352,2025-06-21 06:28:17,202311
202308,20230826,98257,5834,223,DISTRIBUTOR,1593.90,198597,2023-04-17 01:53:23,202308
202402,20240223,59217,9793,107,INDIRECT,3216.58,63419,2023-08-19 08:35:11,202402
202406,20240620,54872,8944,108,INDIRECT,965.21,161396,2023-04-29 02:26:25,202406
202405,20240502,39752,8313,923,DISTRIBUTOR,4342.79,370762,2025-06-14 23:21:59,202405
202304,20230401,18041,3981,252,INDIRECT,651.86,418417,2025-04-16 10:05:12,202304
202407,20240728,11315,7375,840,DISTRIBUTOR,1403.19,223856,2023-07-08 15:14:33,202407
202410,20241001,88095,3510,585,DIRECT,631.19,431384,2025-03-22 22:59:47,202410
202401,20240109,26655,6002,717,DISTRIBUTOR,3699.12,294293,2023-02-21 16:23:40,202401
202301,20230108,24662,3193,829,DIRECT,4758.74,165526,2024-01-18 22:40:40,202301
202401,20240111,95904,6871,630,DISTRIBUTOR,4253.07,89935,2024-01-18 01:36:42,202401
202412,20241201,38475,4686,253,DISTRIBUTOR,3824.41,267874,2023-01-17 13:17:05,202412
202310,20231013,73583,7383,460,INDIRECT,4805.57,235163,2023-09-07 19:23:06,202310
202408,20240823,66129,3416,488,DIRECT,2173.77,313924,2023-03-19 06:04:37,202408
202409,20240905,33200,4629,201,DIRECT,1197.02,483893,2024-02-24 22:47:38,202409
202403,20240324,11039,8455,954,INDIRECT,990.79,349137,2023-03-12 02:10:33,202403
202401,20240124,82341,4456,233,INDIRECT,2262.78,308478,2023-05-18 23:50:39,202401
202310,20231016,30143,1260,405,DIRECT,1863.57,184148,2025-03-08 16:47:17,202310
202312,20231222,95972,7803,693,DIRECT,3031.00,146650,2023-10-08 04:44:35,202312
202305,20230508,30816,7770,864,DIRECT,4275.49,435280,2023-03-16 18:43:36,202305
202403,20240319,66498,3780,185,DISTRIBUTOR,556.71,379601,2025-10-08 23:43:33,202403
202405,20240508,18097,6456,441,DIRECT,3340.98,101267,2023-12-28 09:42:07,202405
202402,20240213,55297,8903,197,DISTRIBUTOR,2638.77,475504,2025-07-25 18:58:56,202402
202311,20231122,76387,1471,532,DISTRIBUTOR,3205.42,306708,2025-07-08 11:54:15,202311
202301,20230117,57668,7624,948,DISTRIBUTOR,1514.49,355674,2023-07-03 20:25:55,202301
202403,20240323,51118,6291,513,DIRECT,2515.00,490832,2025-04-23 16:16:20,202403
202405,20240511,95180,8226,856,DISTRIBUTOR,2486.32,429523,2023-07-10 18:04:12,202405
202407,20240719,75553,8996,992,DIRECT,4570.17,482650,2023-06-08 06:16:30,202407
202306,20230613,62238,4127,797,DISTRIBUTOR,2843.08,37398,2024-12-29 17:04:12,202306
202301,20230101,43667,2875,357,DISTRIBUTOR,900.50,419398,2023-05-03 23:31:36,202301
202302,20230211,71543,2909,343,DIRECT,1247.66,337722,2024-04-14 19:52:59,202302
202302,20230219,38498,4795,677,INDIRECT,4665.07,184682,2025-03-15 01:27:10,202302
202301,20230124,67597,6339,776,DISTRIBUTOR,4806.56,472087,2025-08-04 03:32:57,202301
202406,20240624,69465,4527,993,INDIRECT,3291.37,70760,2025-02-25 02:06:17,202406
202302,20230208,94965,6288,788,DIRECT,1736.79,244040,2025-07-06 11:07:51,202302
202306,20230624,29286,3148,496,DIRECT,1304.75,410142,2024-08-31 12:54:52,202306
202412,20241220,64111,9202,901,DISTRIBUTOR,708.99,21797,2024-12-03 06:18:39,202412
202409,20240913,38529,1888,353,DISTRIBUTOR,1095.57,103617,2024-02-17 09:07:58,202409
202311,20231125,45334,3378,950,DISTRIBUTOR,920.97,306013,2024-10-06 11:58:03,202311
202408,20240823,74517,1203,815,DIRECT,4771.48,341919,2024-01-27 00:44:04,202408
202412,20241212,17315,4590,695,DIRECT,4731.45,339107,2024-10-17 00:59:00,202412
202403,20240306,90266,7210,888,DIRECT,3825.74,8866,2024-03-05 10:14:56,202403
202307,20230717,90759,2006,691,INDIRECT,1212.21,208499,2023-12-02 13:37:11,202307
202405,20240515,52276,1687,670,DIRECT,4739.21,435575,2024-04-07 10:47:35,202405
202405,20240517,48503,3827,150,DISTRIBUTOR,4797.71,298027,2025-05-26 23:31:18,202405
202411,20241127,34826,1464,734,DIRECT,3274.48,348103,2024-05-08 05:35:47,202411
202301,20230107,15448,3970,865,INDIRECT,1791.63,242521,2025-07-26 03:59:40,202301
202307,20230711,24593,4204,954,INDIRECT,1460.88,482497,2023-08-22 08:35:53,202307
202303,20230315,62132,6221,810,INDIRECT,3194.24,233746,2025-01-11 18:21:19,202303
202304,20230419,28158,8453,927,DISTRIBUTOR,4657.26,398991,2023-02-23 05:21:39,202304
202410,20241024,13420,5923,185,DIRECT,2203.65,245648,2023-06-30 17:35:02,202410
202303,20230315,90931,4820,571,DISTRIBUTOR,4787.49,10014,2024-11-19 17:34:10,202303
202307,20230705,51049,5986,356,DISTRIBUTOR,771.65,284205,2025-03-29 17:05:12,202307
202304,20230427,11138,2170,368,INDIRECT,1759.52,428947,2025-10-17 21:45:59,202304
202302,20230202,52537,4103,621,INDIRECT,772.60,207278,2024-11-01 06:34:15,202302
202307,20230723,33552,1340,570,DISTRIBUTOR,3822.46,5033,2025-10-25 17:31:52,202307
202408,20240827,41167,3735,301,DIRECT,4580.81,24845,2023-04-25 07:07:46,202408
202402,20240218,58463,2374,194,DIRECT,4115.50,362706,2024-02-26 07:46:21,202402
202309,20230912,60072,4815,257,DIRECT,4605.65,248490,2023-08-29 18:52:28,202309
202312,20231221,98021,3598,653,INDIRECT,3558.90,353426,2025-05-24 17:37:58,202312
202303,20230308,67317,5625,980,DIRECT,4358.43,484371,2023-01-26 02:59:52,202303
202301,20230123,39635,2662,886,INDIRECT,2091.53,20831,2023-12-12 20:29:14,202301
202309,20230910,84472,8305,920,INDIRECT,1408.31,371332,2024-08-05 14:35:21,202309
202401,20240127,53025,4901,222,DISTRIBUTOR,1111.72,200762,2025-06-29 17:29:40,202401
202402,20240208,11541,7886,704,DISTRIBUTOR,892.43,334361,2025-01-02 18:19:09,202402
202404,20240418,61623,5843,367,DISTRIBUTOR,2737.34,81386,2023-03-13 00:50:05,202404
202309,20230926,37776,3803,535,DISTRIBUTOR,4247.57,335731,2025-02-16 03:05:37,202309
202301,20230101,99144,8190,343,DIRECT,3533.33,387709,2025-03-10 14:59:18,202301
202301,20230113,39492,4155,332,DIRECT,3696.14,230789,2023-01-09 20:02:57,202301
202407,20240720,83964,7723,240,DIRECT,2267.58,56251,2025-01-18 08:01:38,202407
202302,20230217,84944,9374,647,DIRECT,1102.20,395760,2025-03-25 06:48:36,202302
202302,20230226,47002,6014,508,DIRECT,717.99,383309,2024-11-01 19:36:19,202302
202405,20240526,15853,6097,365,DIRECT,1702.97,89686,2025-08-03 10:29:46,202405
202310,20231025,39903,5798,841,DIRECT,1374.03,20449,2023-04-16 17:36:45,202310
202312,20231205,11003,7672,667,DIRECT,3996.47,189539,2024-09-02 15:48:31,202312
202310,20231025,10902,6442,503,DISTRIBUTOR,4349.62,48702,2023-09-21 15:16:21,202310
202412,20241215,45384,2907,705,INDIRECT,2384.62,130295,2024-07-26 07:32:23,202412
202301,20230107,86380,9952,611,DIRECT,4371.55,345905,2024-04-28 18:45:13,202301
202412,20241223,85276,8489,424,INDIRECT,1371.92,98323,2024-01-08 13:11:25,202412
202408,20240808,88717,6264,690,DIRECT,2532.18,473851,2024-01-21 23:20:18,202408
202409,20240903,26443,7743,884,INDIRECT,3761.00,175490,2023-11-04 07:59:07,202409
202406,20240609,96634,1516,283,INDIRECT,375.11,313537,2023-02-22 01:17:47,202406
202403,20240305,81375,8861,319,INDIRECT,3756.74,90346,2025-06-23 00:29:56,202403
202410,20241014,31909,4532,925,INDIRECT,4671.08,126128,2025-10-08 03:14:49,202410
202404,20240408,63402,7340,246,DIRECT,4593.87,71013,2024-04-17 05:40:25,202404
202302,20230215,31663,3365,488,INDIRECT,3656.42,219726,2023-01-13 15:33:04,202302
202308,20230803,44913,1353,498,DIRECT,892.20,196344,2024-06-17 04:26:35,202308
202305,20230507,65955,8119,442,DIRECT,3029.23,362163,2024-03-17 21:49:11,202305
202306,20230615,31139,6328,177,DISTRIBUTOR,1333.15,13445,2025-06-18 05:04:59,202306
202309,20230912,46489,8121,557,DISTRIBUTOR,483.31,328230,2024-04-03 18:16:06,202309
202412,20241202,48201,7058,240,INDIRECT,904.67,423438,2024-03-04 22:58:46,202412
202406,20240616,16921,7659,896,DIRECT,1728.73,155332,2025-01-16 12:37:18,202406
202402,20240223,75764,8212,289,DIRECT,1414.82,215880,2023-07-20 11:37:11,202402
202304,20230415,39071,5534,557,DISTRIBUTOR,4278.61,30593,2024-09-26 16:23:18,202304
202305,20230521,68253,2399,126,DISTRIBUTOR,2308.33,282067,2023-10-03 08:50:35,202305
202409,20240913,16922,3695,194,INDIRECT,4495.03,15199,2024-02-15 14:13:38,202409
202411,20241121,12255,1416,577,DIRECT,1364.79,233094,2024-12-10 01:08:53,202411
202407,20240719,44272,1708,267,DISTRIBUTOR,267.69,267646,2025-01-11 21:51:43,202407
202305,20230502,41593,8065,142,DISTRIBUTOR,4171.89,39371,2025-02-20 14:34:48,202305
202405,20240502,14082,5954,843,DIRECT,2450.91,475529,2023-12-02 09:38:33,202405
202309,20230915,83799,5201,424,INDIRECT,163.30,300114,2023-12-02 23:47:27,202309
202410,20241023,29577,3998,112,DIRECT,4610.86,46103,2024-04-26 12:27:35,202410
202310,20231018,66969,2999,590,INDIRECT,3844.61,58570,2023-05-24 21:50:01,202310
202310,20231024,61805,8057,245,INDIRECT,3242.98,19605,2024-11-10 07:49:59,202310
202402,20240209,58975,2357,722,DIRECT,2683.33,383013,2024-03-22 07:26:13,202402
202408,20240802,93483,2919,626,INDIRECT,1226.19,462471,2023-06-04 19:26:28,202408
202301,20230111,18549,2731,671,DIRECT,1761.50,390778,2025-04-12 12:33:46,202301
202407,20240717,43671,1357,786,DISTRIBUTOR,4795.44,328612,2025-04-13 09:12:07,202407
202304,20230424,18562,5780,613,DIRECT,1484.74,171589,2024-12-02 07:47:59,202304
202406,20240604,54389,2133,780,DIRECT,1898.11,230803,2023-03-31 09:00:40,202406
202407,20240708,35460,8890,100,DIRECT,742.00,484525,2023-08-16 06:11:09,202407
202410,20241002,45792,7674,707,DISTRIBUTOR,446.15,262238,2023-03-10 11:16:25,202410
202309,20230902,46256,7607,542,DISTRIBUTOR,826.92,439332,2024-07-11 06:16:57,202309
202412,20241220,68398,7066,403,DISTRIBUTOR,1831.63,492424,2024-10-26 05:54:04,202412
202304,20230421,63680,7482,319,DISTRIBUTOR,3440.23,118669,2023-08-28 06:29:07,202304
202406,20240609,25426,4214,276,DISTRIBUTOR,1713.30,380424,2023-01-28 06:13:09,202406
202305,20230527,41904,7642,954,DIRECT,1146.23,127045,2024-09-07 07:48:23,202305
202405,20240505,62247,1480,519,INDIRECT,3676.16,203050,2024-03-02 08:37:12,202405
202301,20230126,91712,6709,394,DISTRIBUTOR,4427.74,391310,2023-09-29 09:16:34,202301
202311,20231127,44405,2997,721,DIRECT,826.54,130891,2023-06-16 21:49:41,202311
202406,20240608,29318,4380,747,INDIRECT,3383.86,19254,2023-06-29 21:48:33,202406
202311,20231124,72797,4684,763,DISTRIBUTOR,1699.66,163619,2024-06-14 13:38:36,202311
202306,20230624,39839,3455,796,DIRECT,138.90,262644,2023-06-19 11:19:46,202306
202310,20231013,22137,2395,336,DISTRIBUTOR,4886.86,162401,2024-10-05 19:20:43,202310
202411,20241110,44909,6841,659,INDIRECT,1075.60,225702,2024-02-05 02:45:47,202411
202304,20230407,31030,4023,342,INDIRECT,610.88,359494,2023-02-10 10:47:34,202304
202302,20230227,32525,9807,547,DISTRIBUTOR,2617.00,44123,2025-10-13 03:41:35,202302
202305,20230501,18190,6830,464,DISTRIBUTOR,4584.49,311459,2023-05-10 09:13:19,202305
202306,20230617,57962,8770,814,DIRECT,2524.16,139093,2024-11-29 03:43:14,202306
202405,20240504,44542,6416,911,DISTRIBUTOR,1576.86,269550,2025-04-28 19:26:46,202405
202404,20240421,79776,4621,479,INDIRECT,3571.97,156113,2024-01-20 21:31:02,202404
202303,20230316,90809,7836,585,DISTRIBUTOR,3392.83,74919,2025-09-11 02:35:05,202303
202401,20240101,71990,4547,526,INDIRECT,3180.63,379975,2025-06-25 07:22:32,202401
202402,20240219,37310,1912,442,INDIRECT,4680.68,373329,2025-10-09 19:37:02,202402
202404,20240406,46601,4383,207,DISTRIBUTOR,3816.34,104397,2023-10-12 11:06:10,202404
202408,20240809,39991,6837,169,INDIRECT,1570.06,95597,2023-04-13 18:44:25,202408
202406,20240603,36390,8315,177,INDIRECT,1387.79,27848,2023-11-09 21:49:34,202406
202301,20230105,79729,8887,284,INDIRECT,278.34,291694,2025-06-27 16:50:15,202301
202307,20230722,27509,1940,716,DIRECT,4120.96,274491,2025-07-08 17:37:04,202307
202407,20240702,56419,3563,736,DISTRIBUTOR,371.85,403726,2024-10-08 15:13:17,202407
202301,20230103,23831,2129,406,DISTRIBUTOR,2594.70,362644,2024-10-04 03:37:58,202301
202410,20241019,83249,5099,522,DISTRIBUTOR,4304.14,367288,2023-11-04 09:02:20,202410
202312,20231216,27392,4889,920,DISTRIBUTOR,3189.81,453754,2024-06-24 10:16:01,202312
202405,20240515,49097,7535,518,INDIRECT,1781.34,272104,2023-01-01 04:02:22,202405
202408,20240813,71030,7249,197,INDIRECT,2274.30,277553,2024-12-23 06:09:44,202408
202410,20241017,53229,7561,978,DIRECT,1242.28,484890,2024-01-13 05:24:47,202410
202309,20230906,31446,7630,653,INDIRECT,4181.74,33287,2024-09-14 16:32:53,202309
202408,20240823,94203,6496,409,INDIRECT,290.26,211122,2023-12-29 16:39:06,202408
202401,20240120,47790,9064,667,DISTRIBUTOR,347.91,439587,2024-12-31 03:45:51,202401
202307,20230707,97708,5851,576,DIRECT,1688.79,114080,2025-05-10 03:55:53,202307
202411,20241118,30788,8058,740,INDIRECT,4093.48,195200,2023-01-01 11:48:54,202411
202402,20240202,75318,2854,590,INDIRECT,4809.71,275765,2023-10-17 10:08:46,202402
202309,20230928,85710,2825,954,DISTRIBUTOR,1800.34,461644,2023-11-17 17:00:40,202309
202304,20230427,13177,5895,895,DIRECT,976.22,174870,2024-07-16 16:24:12,202304
202312,20231228,46920,2021,497,DISTRIBUTOR,4824.97,428980,2023-05-02 14:57:21,202312
202308,20230826,24891,3330,530,DIRECT,2330.16,126978,2024-11-29 13:33:46,202308
202408,20240825,99408,8009,726,INDIRECT,2971.52,47806,2025-08-30 21:08:49,202408
202408,20240815,96643,1109,281,DISTRIBUTOR,3084.40,96057,2023-12-17 07:28:17,202408
202409,20240917,46234,4513,195,INDIRECT,1674.73,73675,2025-10-18 01:11:25,202409
202405,20240519,46467,7257,935,DIRECT,2202.52,137512,2023-08-05 12:36:57,202405
202305,20230527,95878,8207,125,DISTRIBUTOR,1998.26,41500,2025-05-28 09:22:58,202305
202409,20240919,62859,1553,599,DIRECT,323.27,60608,2025-09-20 16:30:11,202409
202310,20231028,36718,7259,999,INDIRECT,2130.73,356358,2024-01-13 17:15:43,202310
202303,20230314,40815,2361,789,DISTRIBUTOR,2891.75,65329,2024-08-22 11:34:34,202303
202409,20240902,66737,5945,327,INDIRECT,4824.18,243501,2023-01-27 08:59:08,202409
202406,20240621,21760,1398,949,DISTRIBUTOR,431.77,18581,2023-03-18 06:51:15,202406
202312,20231227,49322,7107,829,DIRECT,252.87,417471,2024-04-23 15:16:04,202312
202301,20230128,50178,5575,733,INDIRECT,495.75,146569,2024-11-14 11:54:49,202301
202308,20230824,91382,6633,587,INDIRECT,1441.78,177650,2023-10-09 08:29:12,202308
202311,20231104,26189,5733,463,DISTRIBUTOR,941.95,171625,2024-05-13 21:56:31,202311
202405,20240527,16687,1845,111,DIRECT,346.81,391438,2025-03-13 09:07:18,202405
202412,20241208,86260,5868,988,DISTRIBUTOR,3378.75,215966,2024-08-09 02:14:10,202412
202405,20240508,73640,2974,146,DIRECT,3028.56,406124,2023-08-08 19:36:18,202405
202308,20230807,90250,6009,856,DIRECT,3512.40,331377,2024-01-22 20:35:39,202308
202404,20240413,15032,5778,791,DISTRIBUTOR,2032.53,482520,2023-10-15 18:32:33,202404
202302,20230208,40815,5342,987,DIRECT,4969.37,64122,2024-05-04 11:07:01,202302
202311,20231128,55285,6413,847,DISTRIBUTOR,581.40,113561,2025-03-18 00:20:31,202311
202311,20231107,99769,7956,839,DIRECT,1687.96,483101,2023-06-07 08:49:01,202311
202305,20230513,52338,7176,591,DIRECT,3300.32,144460,2025-10-09 13:44:53,202305
202412,20241227,43561,4323,706,DIRECT,498.18,285019,2024-06-04 23:44:02,202412
202411,20241104,57025,6937,102,DIRECT,4301.17,118476,2023-03-16 08:08:44,202411
202308,20230815,15965,7839,975,DIRECT,1695.91,323765,2025-06-26 23:29:58,202308
202305,20230509,75412,5929,289,DISTRIBUTOR,4202.38,162931,2024-06-30 03:12:56,202305
202409,20240928,51540,4760,110,INDIRECT,4408.08,352277,2025-04-13 04:47:21,202409
202301,20230118,63591,7820,454,DISTRIBUTOR,993.85,181628,2023-12-04 01:39:17,202301
202302,20230221,29819,5207,370,DIRECT,2602.32,334405,2024-11-21 14:52:29,202302
202306,20230608,68536,3257,775,DISTRIBUTOR,4309.92,402686,2024-01-19 00:15:46,202306
202407,20240703,46641,9785,412,DIRECT,3265.52,229649,2025-06-03 16:08:27,202407
202309,20230913,62323,2763,136,INDIRECT,2247.31,262320,2025-01-12 00:35:32,202309
202412,20241202,66690,6913,587,DISTRIBUTOR,4119.98,420537,2023-01-16 07:41:17,202412
202307,20230716,47857,7940,978,DISTRIBUTOR,2585.57,458129,2025-06-11 05:22:02,202307
202312,20231213,69251,3604,490,DIRECT,3131.61,291659,2025-07-01 11:50:21,202312
202410,20241009,24538,9282,271,DIRECT,2349.27,50984,2025-01-02 06:19:39,202410
202408,20240817,75724,8675,883,INDIRECT,2446.01,446088,2024-03-29 11:52:15,202408
202410,20241006,38758,1441,421,INDIRECT,2509.61,15742,2025-06-24 14:21:00,202410
202404,20240421,72568,5602,946,DIRECT,2283.13,295575,2023-09-23 19:56:42,202404
202310,20231023,99259,8861,309,DISTRIBUTOR,1718.82,28425,2024-11-05 05:35:02,202310
202403,20240325,49246,5229,174,DISTRIBUTOR,3009.75,137084,2023-09-08 20:37:44,202403
202310,20231027,20762,1034,230,DISTRIBUTOR,2894.29,439411,2023-03-29 23:03:15,202310
202412,20241228,60095,1380,982,DIRECT,1821.91,428983,2023-04-26 01:32:32,202412
202410,20241022,34551,2233,844,DIRECT,1033.11,253017,2024-08-04 21:53:27,202410
202301,20230110,90937,9385,199,INDIRECT,604.61,252034,2025-10-27 03:36:14,202301
202409,20240921,78313,9022,695,DIRECT,4204.78,478673,2024-09-26 21:14:27,202409
202306,20230613,77075,7970,951,DIRECT,2489.78,250820,2023-11-21 18:41:28,202306
202407,20240712,87676,3168,551,DISTRIBUTOR,4993.86,238320,2025-04-11 22:36:23,202407
202405,20240520,70569,1107,348,DIRECT,1180.47,189318,2024-07-11 18:39:13,202405
202308,20230827,41397,6395,385,DISTRIBUTOR,3926.89,70307,2025-06-09 21:48:37,202308
202303,20230314,95369,7961,358,DIRECT,3277.99,235604,2025-05-30 22:52:31,202303
202304,20230414,83908,2560,632,DISTRIBUTOR,3574.03,391070,2024-05-01 14:13:14,202304
202412,20241214,77915,9239,929,DISTRIBUTOR,4976.98,486445,2024-12-15 00:28:43,202412
202310,20231016,73443,5055,672,DIRECT,117.83,497457,2025-03-20 14:11:09,202310
202310,20231002,66690,7936,402,DIRECT,2703.71,385855,2024-11-24 07:26:53,202310
202307,20230714,24565,5049,898,INDIRECT,2925.83,142126,2025-07-29 11:52:58,202307
202306,20230627,14717,7406,836,INDIRECT,498.39,314689,2023-02-03 17:37:25,202306
202302,20230203,93025,5353,218,DISTRIBUTOR,1856.45,56510,2025-07-11 17:37:24,202302
202408,20240821,24009,1915,137,INDIRECT,2918.30,137245,2023-08-28 19:10:58,202408
202402,20240215,77049,5817,679,DIRECT,320.60,319847,2025-11-14 05:07:12,202402
202412,20241204,20350,3588,695,DISTRIBUTOR,3073.53,265520,2024-09-30 23:06:21,202412
202304,20230420,54892,3291,524,INDIRECT,1796.22,410546,2024-01-19 07:00:02,202304
202403,20240302,85261,2384,725,INDIRECT,2127.87,60912,2023-11-30 11:42:38,202403
202410,20241019,98242,3121,712,DIRECT,2547.14,171146,2023-11-09 03:35:37,202410
202401,20240112,19926,1898,400,DISTRIBUTOR,855.78,137267,2023-07-13 20:04:27,202401
202412,20241227,78140,6751,410,INDIRECT,1275.62,68082,2025-03-26 07:09:46,202412
202401,20240109,60511,7372,278,DIRECT,4017.08,255355,2024-05-04 23:24:57,202401
202306,20230608,15516,9750,571,DIRECT,2049.90,463666,2025-07-15 03:23:19,202306
202405,20240508,33843,9104,499,INDIRECT,2940.56,316076,2024-11-02 23:59:20,202405
202305,20230504,12794,9084,740,DIRECT,4744.52,297524,2024-02-21 22:20:28,202305
202303,20230319,86753,7552,195,DIRECT,4696.01,34075,2024-10-27 22:30:42,202303
202301,20230127,25446,4108,849,DIRECT,3894.27,292154,2024-10-23 02:06:28,202301
202309,20230911,87339,3802,171,DIRECT,4321.55,359496,2023-04-13 14:40:13,202309
202408,20240819,72739,5109,142,INDIRECT,2307.99,121533,2023-06-26 09:14:39,202408
202401,20240105,39251,2003,233,DISTRIBUTOR,4639.25,201391,2023-03-04 00:47:55,202401
202403,20240320,86851,5215,419,DISTRIBUTOR,2057.86,249400,2024-11-12 07:28:53,202403
202405,20240520,15051,6598,416,INDIRECT,1341.87,415529,2024-06-25 11:32:07,202405
202403,20240303,24412,3346,953,INDIRECT,3513.39,381078,2023-03-20 21:38:42,202403
202308,20230820,33392,6658,277,DIRECT,4927.80,495324,2024-11-11 23:37:58,202308
202407,20240712,61048,8975,573,INDIRECT,4982.17,414184,2023-06-05 01:57:29,202407
202402,20240203,54856,2652,830,INDIRECT,1038.38,79491,2025-08-03 13:06:44,202402
202402,20240216,65631,9310,949,DISTRIBUTOR,4416.36,28492,2023-03-25 15:52:13,202402
202406,20240626,28056,9608,168,INDIRECT,4596.39,130331,2025-08-19 23:11:56,202406
202412,20241213,15403,3360,917,DISTRIBUTOR,4061.45,173134,2023-07-20 02:32:37,202412
202308,20230828,20182,2469,929,DIRECT,2173.38,273314,2024-06-03 13:34:48,202308
202304,20230415,20707,6848,613,DIRECT,757.51,395516,2023-12-26 07:10:23,202304
202312,20231219,60110,8964,235,DIRECT,4911.59,368591,2024-04-11 06:34:16,202312
202309,20230923,36560,3751,950,DIRECT,3940.41,438400,2024-04-20 14:41:56,202309
202406,20240623,15645,1931,523,INDIRECT,613.77,392285,2023-11-18 19:22:07,202406
202401,20240120,65272,8298,464,DISTRIBUTOR,1633.39,36032,2025-10-27 23:19:33,202401
202305,20230518,21561,3288,766,DISTRIBUTOR,3611.51,402532,2025-11-12 09:00:01,202305
202312,20231215,31779,7497,967,DIRECT,3961.22,338455,2025-03-03 01:34:17,202312
202401,20240106,60632,6286,322,DISTRIBUTOR,2308.10,427448,2023-02-16 05:53:45,202401
202308,20230827,35293,6447,980,DIRECT,4257.78,305231,2024-09-13 17:12:33,202308
202409,20240917,57003,2996,247,DIRECT,1005.39,390798,2025-01-08 15:37:12,202409
202307,20230710,97070,6297,356,INDIRECT,3273.29,289083,2024-08-28 20:34:37,202307
202409,20240928,60606,7199,867,INDIRECT,935.42,136507,2023-09-16 00:47:20,202409
202301,20230120,89897,6064,537,DISTRIBUTOR,1072.15,280207,2024-02-27 14:32:57,202301
202409,20240903,34730,7936,581,DIRECT,1712.63,6949,2025-09-14 09:25:04,202409
202301,20230123,80521,1667,431,DISTRIBUTOR,4672.56,297592,2023-01-29 18:54:42,202301
202304,20230404,82239,9042,525,DIRECT,1275.00,267595,2023-10-06 01:31:48,202304
202401,20240112,38920,3769,438,DISTRIBUTOR,3371.77,189759,2025-06-28 07:32:53,202401
202410,20241019,40062,3756,388,INDIRECT,2099.07,339641,2025-08-13 12:43:03,202410
202312,20231207,98844,8513,543,DISTRIBUTOR,1170.52,420885,2023-02-17 10:56:22,202312
202312,20231217,77581,6204,965,DIRECT,3963.81,211077,2024-10-21 03:02:20,202312
202408,20240828,69443,6676,969,INDIRECT,2031.86,444244,2024-09-11 14:55:17,202408
202403,20240310,20116,5927,265,INDIRECT,4154.92,150126,2024-06-23 19:25:30,202403
202301,20230121,75248,8528,412,INDIRECT,4596.49,379075,2023-10-02 03:56:15,202301
202312,20231213,67705,6879,211,DIRECT,4120.19,30024,2023-04-17 10:19:24,202312
202410,20241024,34885,8090,385,DISTRIBUTOR,4848.25,350329,2024-11-14 02:20:34,202410
202310,20231001,70514,2785,104,INDIRECT,3472.07,273613,2023-03-19 08:23:54,202310
202409,20240916,87216,9584,272,DIRECT,315.93,257093,2025-05-01 10:04:07,202409
202311,20231123,71372,4658,262,DISTRIBUTOR,3352.54,193506,2023-09-06 22:36:11,202311
202405,20240512,95688,2259,427,DISTRIBUTOR,1574.79,277924,2025-01-13 07:21:39,202405
202311,20231115,72950,1361,399,INDIRECT,4086.14,292702,2024-10-26 01:45:53,202311
202402,20240216,38022,9310,593,INDIRECT,1034.31,63646,2023-09-23 09:42:22,202402
202410,20241003,53944,7790,466,INDIRECT,2928.98,150415,2023-11-18 08:36:27,202410
202405,20240513,45209,6876,955,DIRECT,2765.74,131494,2024-01-19 08:08:31,202405
202412,20241221,48415,8406,320,DISTRIBUTOR,2913.36,394488,2024-05-17 12:37:54,202412
202306,20230606,88405,9241,216,INDIRECT,1452.24,292042,2025-11-15 18:00:49,202306
202307,20230720,98345,1588,699,DIRECT,1540.13,339958,2025-10-07 23:12:13,202307
202308,20230820,22851,7399,469,INDIRECT,4790.69,392904,2025-08-22 09:19:53,202308
202411,20241102,77315,3995,203,DISTRIBUTOR,3219.21,331754,2025-07-18 22:01:24,202411
202302,20230207,60422,8083,364,INDIRECT,262.04,206648,2024-10-17 02:58:37,202302
202411,20241107,72188,1865,147,DISTRIBUTOR,4625.41,278085,2023-04-18 00:14:34,202411
202301,20230103,70562,9974,312,DIRECT,3596.16,350257,2025-01-12 20:29:32,202301
202305,20230505,18841,5063,398,DIRECT,4273.41,306802,2023-06-17 22:25:00,202305
202406,20240612,18527,6128,974,INDIRECT,1898.20,433133,2024-11-09 05:58:37,202406
202307,20230728,85081,7721,268,DIRECT,4625.44,290578,2024-04-13 17:08:25,202307
202407,20240728,18076,1903,964,DISTRIBUTOR,2802.05,440231,2024-02-07 17:48:41,202407
202303,20230306,94694,3296,191,INDIRECT,3012.00,150611,2025-07-21 13:34:50,202303
