customer_nk,FAMILY,order_nk,order_datetime,order_rating,is_first_order,is_first_order_football,is_first_order_warmup,is_first_order_football_2024,is_first_order_bbq,coupon_code,product_nk,item_name,category_source,unit_volume_hl,unit_quantity,item_unit_value,line_item_offer_discount_value,item_ttc_descontado,item_ttc_cheio,item_subtotal_value,item_coupon_discount_value,poc_id,delivery_city,delivery_state,delivery_uf,geo,cnpj,order_cashback_value,order_shipping_value,order_subtotal_value,order_total_value,order_coupon_discount_value,order_longitude,order_latitude,delivery_datetime,delivery_time_in_minutes,unit_price_charged_tax_excl_local,unit_price_offered_tax_excl_local,unit_subtotal_charged_tax_excl_local,unit_subtotal_offered_tax_excl_local,source,is_fmr,is_fmr_football,is_fmr_football_2024,is_fmr_bbq,is_barbecue,is_football,is_football_2024,is_warm_up,is_full_potential,abi_product,is_sampling,PRODUCT_ID,SUBSOURCE_NAME,UUID,PROD_MATCH_RATIO,PRODUCT_DESCRIPTION,BRAND_ID,VARIANT,COMPANY,CATEGORY,PACKAGE,KIT_TYPE,RETURNABLE,VOLUME,PACK_QUANTITY,PGV_CODE,PGV_DESCRIPTION,MULTIPACK_PRODUCTS,BASKET,BASKET_CLUSTER,CLUSTER_AS,FUTURE_BEVS,INOVACAO,unit_subtotal_volume_hl,unit_volume_l,unit_subtotal_volume_l,lover_cluster,id_moment,id_purchase
CUST000248,PopMax,506455,2023-09-16 10:43:44,1.3,No,No,No,No,,COUP28,PROD4534,RefreshPlus Pack,DTC,0.327,15,10.98,3.10,143.56,164.70,164.70,21.14,POC156,Georgetown,TX,FL,West,99621273884627,3.01,6.90,164.70,150.46,21.14,-91.5423,34.9078,2023-09-17 07:46:41,115,10.98,12.08,164.70,181.17,Web,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,4173,Online,36042206-7735,0.95,ZestDrink 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,9,PGV389,Premium Pack,No,Standard,Core,A,No,No,0.083,4.25,2.13,Loyal,50,407
CUST000282,ZestDrink,213474,2024-06-06 11:24:26,3.5,No,No,Yes,No,,,PROD9061,CrispSoda Pack,DTC,0.464,8,15.42,1.98,104.93,123.36,123.36,18.43,POC995,Hilltown,CA,CA,Central,14101805629058,1.08,10.55,123.36,115.48,18.43,-84.8014,43.0421,2024-06-07 19:33:41,38,15.42,16.96,123.36,135.70,Web,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,6451,Online,63179046-2602,0.96,CrispSoda 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,7,PGV621,Premium Pack,No,Standard,Core,A,No,No,0.339,4.65,14.55,Loyal,3,367
CUST000155,CrispSoda,320191,2023-02-10 20:14:01,2.6,No,Yes,No,Yes,,COUP76,PROD6449,SparkleUp Pack,DTC,0.361,18,16.98,0.32,295.76,305.64,305.64,9.88,POC254,Lakeside,CA,CA,Central,74984179799902,4.42,7.35,305.64,303.11,9.88,-106.6077,45.1543,2023-02-12 08:37:02,132,16.98,18.68,305.64,336.20,Web,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,4279,Online,78841425-8171,0.88,SparkleUp 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,14,PGV582,Premium Pack,No,Standard,Core,A,No,No,0.436,3.70,1.60,New,69,347
CUST000270,RefreshPlus,246466,2023-12-09 13:01:42,1.4,No,No,Yes,Yes,0,,PROD3999,RefreshPlus Pack,DTC,0.374,19,19.24,4.60,331.09,365.56,365.56,34.47,POC435,Hilltown,PA,OH,South,59015721713818,1.49,6.77,365.56,337.86,34.47,-114.2958,42.4892,2023-12-10 11:29:00,147,19.24,21.16,365.56,402.12,Web,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,2971,Online,27174729-9293,0.90,PopMax 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.1,18,PGV343,Premium Pack,No,Standard,Core,A,No,No,0.338,4.90,4.18,Occasional,45,229
CUST000198,ZestDrink,252567,2023-08-20 19:43:19,1.9,Yes,Yes,Yes,No,,COUP117,PROD5433,PopMax Pack,DTC,0.472,8,6.12,0.42,47.14,48.96,48.96,1.82,POC699,Meadowbrook,NY,NY,North,40824115199636,0.66,5.14,48.96,52.28,1.82,-90.4495,35.1956,2023-08-20 19:18:28,176,6.12,6.73,48.96,53.86,Web,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3610,Online,28458738-7637,0.87,PopMax 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,21,PGV420,Premium Pack,No,Standard,Core,A,No,No,0.229,3.28,17.84,Regular,6,139
CUST000257,RefreshPlus,530390,2023-01-25 03:02:07,4.9,No,No,Yes,Yes,,,PROD3212,FizzCola Pack,DTC,0.496,18,11.00,1.97,175.28,198.00,198.00,22.72,POC486,Lakeside,PA,CA,Central,15710872791661,0.09,11.17,198.00,186.45,22.72,-72.1597,27.2704,2023-01-26 04:56:27,63,11.00,12.10,198.00,217.80,Web,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,4325,Online,37357027-6918,0.85,BubbleWave 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,14,PGV445,Premium Pack,No,Standard,Core,A,No,No,0.225,4.34,19.99,New,24,419
CUST000419,FizzCola,302951,2023-01-24 16:37:54,2.5,Yes,No,Yes,Yes,0,,PROD2960,RefreshPlus Pack,DTC,0.202,14,23.10,1.08,307.94,323.40,323.40,15.46,POC207,Springfield,TX,NY,North,47921157382314,1.02,5.56,323.40,313.50,15.46,-106.2043,32.4452,2023-01-25 08:15:58,156,23.10,25.41,323.40,355.74,Web,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,1363,Online,94423550-7628,0.87,ZestDrink 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.6,18,PGV782,Premium Pack,No,Standard,Core,A,No,No,0.049,2.26,6.37,New,24,224
CUST000220,CrispSoda,381286,2024-04-10 11:57:28,2.4,Yes,Yes,Yes,Yes,1,,PROD6299,ZestDrink Pack,DTC,0.430,17,6.26,0.78,95.77,106.42,106.42,10.65,POC492,Meadowbrook,PA,TX,Central,93468660791597,4.33,7.25,106.42,103.02,10.65,-113.1612,29.9557,2024-04-11 20:55:26,48,6.26,6.89,106.42,117.06,Web,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,4854,Online,76357170-7604,0.84,PopMax 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,1.1,9,PGV470,Premium Pack,No,Standard,Core,A,No,No,0.381,4.97,5.09,Loyal,80,273
CUST000262,SparkleUp,492895,2024-12-07 21:19:00,3.6,Yes,No,Yes,No,,COUP2,PROD1768,PopMax Pack,DTC,0.298,13,9.09,3.10,113.68,118.17,118.17,4.49,POC861,Lakeside,NY,NY,North,65162045888912,4.21,10.96,118.17,124.64,4.49,-83.6816,46.3506,2024-12-07 22:24:29,58,9.09,10.00,118.17,129.99,Web,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,4321,Online,11532487-2009,0.93,SparkleUp 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.2,16,PGV860,Premium Pack,No,Standard,Core,A,No,No,0.383,3.30,2.18,Occasional,39,259
CUST000191,BubbleWave,832309,2024-03-28 18:02:51,1.3,Yes,Yes,No,Yes,,,PROD3134,SparkleUp Pack,DTC,0.201,12,11.12,0.36,121.32,133.44,133.44,12.12,POC167,Lakeside,CA,TX,Central,32920975423025,4.24,11.59,133.44,132.91,12.12,-100.1016,43.9928,2024-03-29 19:07:21,114,11.12,12.23,133.44,146.78,Web,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,1134,Online,60209826-9568,0.91,RefreshPlus 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,13,PGV681,Premium Pack,No,Standard,Core,A,No,No,0.349,4.96,4.12,Loyal,30,333
CUST000473,BubbleWave,448426,2023-03-05 13:31:21,4.3,Yes,No,Yes,Yes,,,PROD5768,ZestDrink Pack,DTC,0.222,17,7.38,2.87,109.47,125.46,125.46,15.99,POC993,Riverside,IL,OH,West,14212272725419,3.40,13.24,125.46,122.71,15.99,-98.3576,25.5953,2023-03-06 22:42:53,95,7.38,8.12,125.46,138.01,Web,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,8625,Online,47339403-9491,0.85,BubbleWave 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.0,11,PGV460,Premium Pack,No,Standard,Core,A,No,No,0.150,3.85,16.39,Occasional,4,319
CUST000485,FizzCola,217320,2024-03-17 03:55:55,4.5,No,Yes,No,No,1,COUP165,PROD8123,SparkleUp Pack,DTC,0.295,16,19.06,2.71,251.66,304.96,304.96,53.30,POC751,Georgetown,OH,OH,Central,26671196123763,2.49,11.22,304.96,262.88,53.30,-76.7227,45.7914,2024-03-17 06:54:27,62,19.06,20.97,304.96,335.46,Web,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,8898,Online,53878370-2378,0.86,PopMax 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,24,PGV695,Premium Pack,No,Standard,Core,A,No,No,0.187,2.20,2.27,Loyal,41,241
CUST000330,CrispSoda,150432,2023-01-25 06:47:02,1.5,Yes,No,No,No,,,PROD4256,ZestDrink Pack,DTC,0.257,7,14.83,0.03,95.49,103.81,103.81,8.32,POC359,Lakeside,IL,CA,East,39007749175303,0.21,6.59,103.81,102.08,8.32,-90.5074,34.6921,2023-01-25 07:37:11,49,14.83,16.31,103.81,114.19,Web,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,5338,Online,99887547-1540,0.96,FizzCola 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,8,PGV175,Premium Pack,No,Standard,Core,A,No,No,0.086,3.07,0.54,New,43,428
CUST000364,BubbleWave,443581,2023-04-27 07:23:01,1.6,No,Yes,Yes,Yes,0,,PROD5225,FizzCola Pack,DTC,0.338,9,15.76,4.69,135.27,141.84,141.84,6.57,POC306,Georgetown,TX,PA,North,88852257739395,4.80,11.85,141.84,147.12,6.57,-115.3151,31.5169,2023-04-27 06:36:39,123,15.76,17.34,141.84,156.02,Web,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,2515,Online,40261538-2310,0.84,RefreshPlus 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.3,19,PGV512,Premium Pack,No,Standard,Core,A,No,No,0.329,1.32,3.26,New,50,288
CUST000112,ZestDrink,568186,2024-06-08 17:02:07,4.6,Yes,Yes,Yes,No,,COUP35,PROD1041,RefreshPlus Pack,DTC,0.116,7,5.51,0.10,36.86,38.57,38.57,1.71,POC767,Lakeside,OH,NY,South,34685266389569,0.96,14.53,38.57,51.39,1.71,-79.0017,39.4640,2024-06-09 12:46:45,42,5.51,6.06,38.57,42.43,Web,No,No,No,Yes,No,No,No,Yes,No,Yes,No,6882,Online,65704268-3605,0.81,ZestDrink 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,19,PGV522,Premium Pack,No,Standard,Core,A,No,No,0.421,2.57,2.41,New,79,214
CUST000343,BubbleWave,863814,2023-05-29 22:24:54,2.1,Yes,No,Yes,No,,,PROD6945,BubbleWave Pack,DTC,0.380,7,16.16,0.44,95.55,113.12,113.12,17.57,POC298,Meadowbrook,IL,FL,South,77468390973459,2.68,13.89,113.12,109.44,17.57,-87.8117,46.0173,2023-05-31 13:59:32,179,16.16,17.78,113.12,124.43,Web,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4339,Online,66347362-4612,0.93,SparkleUp 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.1,8,PGV953,Premium Pack,No,Standard,Core,A,No,No,0.240,4.91,3.22,New,95,390
CUST000036,BubbleWave,796995,2023-10-07 17:39:03,4.7,Yes,No,Yes,No,,COUP134,PROD9080,ZestDrink Pack,DTC,0.386,4,20.37,2.13,80.95,81.48,81.48,0.53,POC136,Springfield,OH,CA,North,16376008700049,3.30,9.19,81.48,90.14,0.53,-119.7962,30.9473,2023-10-09 01:11:42,80,20.37,22.41,81.48,89.63,Web,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,3539,Online,41014939-3326,0.99,BubbleWave 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,23,PGV740,Premium Pack,No,Standard,Core,A,No,No,0.417,1.73,11.54,New,34,237
CUST000129,PopMax,514961,2023-09-25 07:22:08,1.2,No,Yes,Yes,Yes,,,PROD5771,CrispSoda Pack,DTC,0.299,19,12.31,3.89,232.07,233.89,233.89,1.82,POC481,Riverside,NY,FL,East,94997048862761,0.07,7.66,233.89,239.73,1.82,-121.1016,46.1305,2023-09-26 06:35:21,117,12.31,13.54,233.89,257.28,Web,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,4953,Online,81875200-2907,0.83,ZestDrink 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.3,12,PGV316,Premium Pack,No,Standard,Core,A,No,No,0.302,3.39,10.01,Loyal,50,161
CUST000449,ZestDrink,633331,2024-11-18 23:56:00,2.0,Yes,Yes,No,No,,COUP163,PROD5484,BubbleWave Pack,DTC,0.133,10,23.75,3.78,223.03,237.50,237.50,14.47,POC587,Hilltown,CA,OH,North,36655886590483,3.95,11.44,237.50,234.47,14.47,-85.4827,45.1954,2024-11-19 11:43:57,141,23.75,26.13,237.50,261.25,Web,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,2424,Online,26612435-9188,0.92,RefreshPlus 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,21,PGV478,Premium Pack,No,Standard,Core,A,No,No,0.195,2.46,15.98,Occasional,92,117
CUST000372,CrispSoda,647373,2024-01-21 07:22:32,1.9,No,Yes,No,Yes,1,,PROD6510,BubbleWave Pack,DTC,0.011,13,22.30,1.46,252.77,289.90,289.90,37.13,POC342,Hilltown,OH,NY,East,46260972755113,1.87,13.03,289.90,265.80,37.13,-90.0208,42.6172,2024-01-22 06:34:00,95,22.30,24.53,289.90,318.89,Web,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,5933,Online,55194981-6416,0.99,CrispSoda 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,8,PGV119,Premium Pack,No,Standard,Core,A,No,No,0.468,2.65,9.67,Regular,27,46
CUST000101,PopMax,874338,2023-05-22 02:06:03,1.6,Yes,Yes,No,Yes,,,PROD8792,SparkleUp Pack,DTC,0.130,17,18.56,3.91,296.65,315.52,315.52,18.87,POC482,Georgetown,IL,OH,North,73466572862994,4.41,11.14,315.52,307.79,18.87,-99.8177,40.6940,2023-05-22 17:19:16,136,18.56,20.42,315.52,347.07,Web,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,3174,Online,89754063-4348,0.82,BubbleWave 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,19,PGV208,Premium Pack,No,Standard,Core,A,No,No,0.200,3.57,1.56,Regular,42,288
CUST000272,BubbleWave,372708,2023-05-07 08:20:38,1.5,No,No,Yes,Yes,0,COUP45,PROD4625,BubbleWave Pack,DTC,0.279,1,22.44,2.42,21.31,22.44,22.44,1.13,POC885,Hilltown,NY,FL,West,10696997691099,4.37,14.59,22.44,35.90,1.13,-115.3176,42.4730,2023-05-07 13:44:35,40,22.44,24.68,22.44,24.68,Web,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,7851,Online,72094734-3941,0.84,ZestDrink 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,14,PGV456,Premium Pack,No,Standard,Core,A,No,No,0.443,0.50,11.28,Occasional,92,330
CUST000306,ZestDrink,819237,2023-02-02 00:49:18,1.9,No,No,Yes,No,,,PROD1133,CrispSoda Pack,DTC,0.069,4,17.29,4.13,59.52,69.16,69.16,9.64,POC583,Springfield,CA,PA,North,87315267432247,0.71,9.28,69.16,68.80,9.64,-74.0174,40.9977,2023-02-03 20:39:53,123,17.29,19.02,69.16,76.08,Web,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,4232,Online,88506873-6803,0.99,FizzCola 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.6,9,PGV408,Premium Pack,No,Standard,Core,A,No,No,0.107,4.85,9.18,Loyal,34,392
CUST000319,CrispSoda,813643,2023-12-03 18:27:23,2.7,No,No,No,Yes,,,PROD3474,RefreshPlus Pack,DTC,0.293,8,19.05,1.42,126.51,152.40,152.40,25.89,POC524,Lakeside,OH,NY,South,22437326249816,1.33,5.92,152.40,132.43,25.89,-94.6614,28.5642,2023-12-05 09:36:32,62,19.05,20.96,152.40,167.64,Web,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,8511,Online,83480882-9057,0.83,PopMax 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.0,23,PGV681,Premium Pack,No,Standard,Core,A,No,No,0.060,3.58,9.13,Loyal,47,300
CUST000375,BubbleWave,162950,2024-01-28 11:21:03,1.4,No,Yes,No,No,,COUP146,PROD1970,RefreshPlus Pack,DTC,0.094,12,20.20,4.99,225.36,242.40,242.40,17.04,POC953,Hilltown,OH,NY,East,57135697652031,0.76,11.55,242.40,236.91,17.04,-88.2730,40.3190,2024-01-28 21:21:18,107,20.20,22.22,242.40,266.64,Web,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,4541,Online,40833670-8756,0.95,PopMax 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.2,14,PGV517,Premium Pack,No,Standard,Core,A,No,No,0.269,4.19,6.30,New,44,2
CUST000112,SparkleUp,969883,2024-05-05 09:13:17,3.2,No,No,No,No,,COUP89,PROD3968,CrispSoda Pack,DTC,0.387,6,16.01,1.58,88.49,96.06,96.06,7.57,POC598,Springfield,CA,CA,Central,37518474995429,3.97,6.17,96.06,94.66,7.57,-89.3002,45.4696,2024-05-06 10:28:58,60,16.01,17.61,96.06,105.67,Web,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,8281,Online,36327750-4361,0.85,RefreshPlus 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.3,14,PGV980,Premium Pack,No,Standard,Core,A,No,No,0.441,0.62,13.98,New,64,98
CUST000189,ZestDrink,430506,2024-04-29 17:59:50,4.2,No,Yes,Yes,No,0,COUP128,PROD9319,ZestDrink Pack,DTC,0.186,13,10.97,4.58,121.73,142.61,142.61,20.88,POC315,Riverside,IL,PA,West,26730368841798,1.69,13.33,142.61,135.06,20.88,-105.1047,27.8215,2024-04-29 19:02:37,98,10.97,12.07,142.61,156.87,Web,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,2217,Online,98576835-7041,1.00,RefreshPlus 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,17,PGV325,Premium Pack,No,Standard,Core,A,No,No,0.467,2.50,7.53,Occasional,31,433
CUST000163,RefreshPlus,885337,2023-12-24 15:44:35,3.6,No,Yes,Yes,Yes,,,PROD9890,CrispSoda Pack,DTC,0.092,6,10.00,3.09,56.50,60.00,60.00,3.50,POC308,Meadowbrook,NY,IL,North,56262335993223,3.34,5.39,60.00,61.89,3.50,-73.9399,44.8153,2023-12-25 14:18:22,96,10.00,11.00,60.00,66.00,Web,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,4457,Online,89840654-1041,0.99,SparkleUp 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,14,PGV228,Premium Pack,No,Standard,Core,A,No,No,0.440,2.57,8.32,New,93,147
CUST000191,CrispSoda,593348,2024-04-04 08:28:09,3.1,No,No,Yes,Yes,,,PROD7811,FizzCola Pack,DTC,0.113,19,9.41,2.80,162.87,178.79,178.79,15.92,POC123,Riverside,PA,OH,South,79808259122052,0.51,9.88,178.79,172.75,15.92,-97.2024,38.8517,2024-04-05 16:56:32,99,9.41,10.35,178.79,196.67,Web,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,7380,Online,32648432-7836,0.97,PopMax 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.4,13,PGV748,Premium Pack,No,Standard,Core,A,No,No,0.170,2.28,10.33,Loyal,4,223
CUST000487,ZestDrink,669307,2023-10-30 13:58:09,1.0,No,No,Yes,Yes,,,PROD8366,ZestDrink Pack,DTC,0.263,5,20.64,2.53,98.53,103.20,103.20,4.67,POC449,Georgetown,PA,TX,North,52433462450242,3.06,10.52,103.20,109.05,4.67,-102.6730,46.9523,2023-10-31 19:03:28,34,20.64,22.70,103.20,113.52,Web,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,5569,Online,50977617-3156,1.00,FizzCola 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,0.4,19,PGV690,Premium Pack,No,Standard,Core,A,No,No,0.451,1.86,2.28,Occasional,82,433
CUST000242,ZestDrink,309551,2024-08-28 09:12:02,2.3,No,Yes,No,No,0,,PROD7501,PopMax Pack,DTC,0.157,8,11.49,0.15,83.19,91.92,91.92,8.73,POC340,Lakeside,CA,CA,East,47570250166110,2.43,5.56,91.92,88.75,8.73,-85.3502,44.1358,2024-08-29 11:42:24,173,11.49,12.64,91.92,101.11,Web,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,4900,Online,54782253-3005,0.82,PopMax 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.5,16,PGV533,Premium Pack,No,Standard,Core,A,No,No,0.214,0.41,19.33,New,17,349
CUST000242,CrispSoda,847777,2023-03-12 16:04:57,4.1,Yes,Yes,Yes,No,,COUP166,PROD4515,FizzCola Pack,DTC,0.234,9,21.27,2.12,190.01,191.43,191.43,1.42,POC285,Hilltown,CA,IL,South,95295001393941,0.91,5.90,191.43,195.91,1.42,-121.8398,32.5176,2023-03-14 08:06:58,174,21.27,23.40,191.43,210.57,Web,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,5699,Online,44972573-5133,0.81,RefreshPlus 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,0.6,15,PGV816,Premium Pack,No,Standard,Core,A,No,No,0.344,4.32,2.24,Loyal,43,368
CUST000232,BubbleWave,394600,2023-08-02 18:19:12,3.7,Yes,Yes,Yes,No,,COUP114,PROD5581,RefreshPlus Pack,DTC,0.255,8,21.15,1.67,159.01,169.20,169.20,10.19,POC669,Riverside,IL,PA,Central,51047437962877,3.80,10.69,169.20,169.70,10.19,-71.4105,29.4351,2023-08-03 01:49:23,118,21.15,23.27,169.20,186.12,Web,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,1746,Online,83990525-7793,1.00,ZestDrink 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.6,21,PGV827,Premium Pack,No,Standard,Core,A,No,No,0.377,1.96,19.41,Occasional,73,185
CUST000286,BubbleWave,274081,2023-10-03 07:18:54,3.8,Yes,Yes,No,Yes,,COUP153,PROD2581,BubbleWave Pack,DTC,0.012,8,21.49,0.44,168.51,171.92,171.92,3.41,POC747,Georgetown,TX,FL,Central,94973790948444,2.43,14.60,171.92,183.11,3.41,-83.6985,27.9918,2023-10-03 04:38:21,100,21.49,23.64,171.92,189.11,Web,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,6564,Online,97462711-2924,0.84,FizzCola 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.6,17,PGV990,Premium Pack,No,Standard,Core,A,No,No,0.031,2.53,11.34,New,72,226
CUST000453,RefreshPlus,294220,2024-11-02 17:36:04,1.5,Yes,No,Yes,Yes,0,COUP66,PROD5018,PopMax Pack,DTC,0.063,7,5.03,3.73,31.98,35.21,35.21,3.23,POC531,Springfield,CA,OH,East,74897518201667,1.31,14.33,35.21,46.31,3.23,-79.6598,35.7181,2024-11-03 06:46:02,66,5.03,5.53,35.21,38.73,Web,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,1379,Online,61871190-2281,0.87,PopMax 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,0.5,20,PGV749,Premium Pack,No,Standard,Core,A,No,No,0.345,3.13,4.46,New,56,142
CUST000243,PopMax,602793,2023-05-31 00:29:44,3.5,No,No,No,No,,,PROD4468,CrispSoda Pack,DTC,0.292,15,6.29,0.40,89.16,94.35,94.35,5.19,POC317,Lakeside,IL,FL,South,83258616401505,2.32,14.25,94.35,103.41,5.19,-111.7138,26.5363,2023-06-01 09:29:16,65,6.29,6.92,94.35,103.78,Web,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,7153,Online,45824153-4040,0.97,PopMax 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,1.2,16,PGV990,Premium Pack,No,Standard,Core,A,No,No,0.179,0.60,6.20,Regular,73,399
CUST000152,BubbleWave,974078,2024-08-04 22:33:15,3.3,No,Yes,No,No,0,,PROD3359,BubbleWave Pack,DTC,0.288,20,10.97,3.26,211.10,219.40,219.40,8.30,POC429,Riverside,TX,CA,Central,70417170500489,4.48,6.91,219.40,218.01,8.30,-119.9006,25.2308,2024-08-06 13:32:55,46,10.97,12.07,219.40,241.34,Web,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,8142,Online,22376763-7357,0.84,CrispSoda 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,23,PGV917,Premium Pack,No,Standard,Core,A,No,No,0.470,4.19,11.79,Loyal,5,417
CUST000192,SparkleUp,919988,2023-12-31 11:44:52,4.4,Yes,Yes,Yes,No,1,COUP12,PROD8882,FizzCola Pack,DTC,0.393,17,7.92,4.84,121.37,134.64,134.64,13.27,POC139,Springfield,PA,PA,Central,85625600909382,3.23,10.32,134.64,131.69,13.27,-79.2141,43.0320,2024-01-01 09:25:03,61,7.92,8.71,134.64,148.10,Web,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,5453,Online,35597881-4315,0.86,CrispSoda 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,21,PGV487,Premium Pack,No,Standard,Core,A,No,No,0.369,0.23,16.56,Regular,6,121
CUST000217,BubbleWave,376505,2023-09-11 01:41:13,2.0,Yes,Yes,No,Yes,,COUP193,PROD2329,RefreshPlus Pack,DTC,0.109,2,24.15,1.26,43.62,48.30,48.30,4.68,POC489,Georgetown,NY,OH,West,82790967921398,2.93,7.52,48.30,51.14,4.68,-101.7418,33.5529,2023-09-11 15:11:17,34,24.15,26.57,48.30,53.13,Web,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,3262,Online,39795540-2733,0.94,PopMax 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,11,PGV535,Premium Pack,No,Standard,Core,A,No,No,0.177,1.61,6.05,Regular,90,489
